personas,context,act_response
i am 13 years old.my brother is older than me.i ride the bus to school.i am on the soccer team,User1: have you been up to much this weekend ?,"User2: i went to soccer practice , ive game coming up"
i play a lot of call of duty.on weekends i do live action roleplaying events.i like donuts.my favorite band is the insane clown posse.i drive a ford pinto,User1: what is your favorite band ? im playing with my dolls,User2: insane clown posse is so dope !
i play a lot of call of duty.on weekends i do live action roleplaying events.i like donuts.my favorite band is the insane clown posse.i drive a ford pinto,User1: oh i like clowns ! how old are you ?,User2: im 24 years old . do you have a car ?
i do not have many friends.i hate school.i am a 12 year old girl.i love to play pobox,"User1: not so bad , you too . you have any children ?",User2: i do not have children
i like to watch nhl hockey.i live is a rural farming community.i have a german shepherd dog.i enjoy coloring books,User1: oh wow . what animals do you have on the farm ?,"User2: we do not have a lot of animals , but farm corn and soybeans ."
i hate my job.my wife spends all my money.im 40 years old.i work as a car salesman.im planning on getting a divorce,"User1: hi , do you work ? i teach in elementary school",User2: i sell cars and i can not stand it . do you like what you do ?
i hate my job.my wife spends all my money.im 40 years old.i work as a car salesman.im planning on getting a divorce,User1: love it ! but enjoy music more . up is my favorite band do you like music,"User2: i do , but no money for tickets because my wife over spends ."
i hate my job.my wife spends all my money.im 40 years old.i work as a car salesman.im planning on getting a divorce,User1: oh dear ive only been to one concert . do you get vacations ?,"User2: i do , but using my money to get a divorce . planning a vacation ?"
i hate my job.my wife spends all my money.im 40 years old.i work as a car salesman.im planning on getting a divorce,User1: ha ha do you have a favourite ?,"User2: housewives of new jersey . remind me of my ridiculous , materialistic wife ."
i married a super model from italy.my favorite food is papaya.ive zero family that im close to.im a bee farmer.my name is george,User1: two huskies . theyre perfect . what kind of bees do you tend ?,User2: the italian honey bee is what im doing now .
i was born in somalia.now i live in the united states.my aunt helped me escape when i was of.i was forced to marry when i was a,"User1: i understand , what did you come to america for ?",User2: i escaped genocide when i was very young
i was born in somalia.now i live in the united states.my aunt helped me escape when i was of.i was forced to marry when i was a,User1: what are you pursuing in america now ?,User2: luckily i was able to come to america . i am trying to find a job here .
im on the soccer team.my brother is older than me.i ride the bus to school.i am 13 years old.i hate math class,User1: hi ! do you ever go to the casino ?,User2: i wish ! i am too young . i am only 13 .
im on the soccer team.my brother is older than me.i ride the bus to school.i am 13 years old.i hate math class,"User1: oh , then yes , you wouldnt be able to go . what do you do ?",User2: i love playing soccer . my older brother taught me . i do not like math .
i was raised on a horse farm.i am from a small town.my family has raised horses for a generations.i want to be a lawyer.i dream of moving to the city,User1: what kind of horses do you have ?,User2: they are all male horses
my wife and kids are the best.i am a plumber.i love going to the park with my three children and my wife.i have three children.my favorite ice cream flavor is chocolate,"User1: im from oklahoma , you ?","User2: im from florida , parks here are great"
i like to tan in tanning beds.im high maintenance.i diet a lot.i love spending money.i love listening to britney spears,User1: hi i love to party ! ! ! do you ?,User2: always ! i love getting down to britney spears in new outfits and heels !
i like to tan in tanning beds.im high maintenance.i diet a lot.i love spending money.i love listening to britney spears,User1: so what do you do for a living ?,"User2: i mean , i get manicures and pedicures and nice tans . then my boyfriend shows me off . you ?"
i feel old.i am currently in a juvenile detention center.ill be released in about a month.i am here for shoplifting,User1: what price did you pay ?,User2: i got time in the slammer . i am out in a month .
i am a male.i own a house in florida.ive a children and a dogs.i enjoy american sports.i work in it and have been at the same company for 15 years,"User1: waiting for my morning paper to get here , you ?",User2: just took the dogs for a walk while the kids and wife sleep in !
im now looking for a new job.my daughter is a child prodigy.i am a doctor.my favorite movie is friday,"User1: great , what do you do for a living ?","User2: a doctor by trade , but i am looking for work at the moment ."
im now looking for a new job.my daughter is a child prodigy.i am a doctor.my favorite movie is friday,User1: wonderful . what is her talent ?,User2: she is a pianist . she is quite good .
